-486.666748046875,443.333251953125
-486.666748046875,443.333251953125
-486.666748046875,443.333251953125
-486.666748046875,443.333251953125
-483.333374023438,443.333251953125
-480.0,443.333251953125
-476.666748046875,443.333251953125
-470.0,443.333251953125
-460.0,440.0
-450.0,440.0
-440.0,436.666625976563
-440.0,436.666625976563
-423.333374023438,433.333251953125
-403.333374023438,430.0
-380.0,430.0
-350.0,426.666625976563
-316.666748046875,426.666625976563
-283.333374023438,426.666625976563
-283.333374023438,426.666625976563
-246.666748046875,426.666625976563
-206.666748046875,426.666625976563
-170.0,426.666625976563
-133.333374023438,423.333251953125
-93.3333740234375,423.333251953125
-56.666748046875,423.333251953125
-16.666748046875,423.333251953125
-16.666748046875,423.333251953125
23.333251953125,423.333251953125
63.333251953125,420.0
103.333251953125,416.666625976563
140.0,413.333251953125
173.333251953125,410.0
206.66650390625,406.666625976563
206.66650390625,406.666625976563
260.0,400.0
260.0,400.0
283.333251953125,396.666625976563
303.333251953125,393.333251953125
320.0,390.0
333.333251953125,386.666625976563
346.66650390625,383.333251953125
356.66650390625,383.333251953125
356.66650390625,383.333251953125
366.66650390625,383.333251953125
373.333251953125,380.0
380.0,380.0
383.333251953125,380.0
386.66650390625,380.0
390.0,376.666625976563
390.0,376.666625976563
396.66650390625,376.666625976563
400.0,376.666625976563
406.66650390625,376.666625976563
410.0,376.666625976563
416.66650390625,373.333251953125
420.0,373.333251953125
420.0,373.333251953125
426.66650390625,373.333251953125
430.0,373.333251953125
436.66650390625,370.0
440.0,370.0
443.333251953125,370.0
450.0,370.0
453.333251953125,370.0
453.333251953125,370.0
456.66650390625,370.0
460.0,370.0
463.333251953125,370.0
466.66650390625,370.0
470.0,370.0
473.333251953125,370.0
473.333251953125,370.0
476.66650390625,370.0
480.0,370.0
483.333251953125,370.0
486.66650390625,370.0
490.0,370.0
493.333251953125,370.0
496.66650390625,370.0
496.66650390625,370.0
500.0,370.0
503.333251953125,370.0
506.66650390625,370.0
510.0,370.0
510.0,370.0
510.0,370.0
510.0,370.0
510.0,370.0
510.0,370.0
513.333251953125,370.0
513.333251953125,370.0
513.333251953125,370.0
